Order,Family,Genus,Species,SVLMMx,SVLFMx,SVLMx,Longevity,NestingSite,ClutchMin,ClutchMax,Clutch,ParityMode,EggDiameter,Activity,Microhabitat,GeographicRegion,IUCN,PopTrend,RangeSize,ElevationMin,ElevationMax,Elevation
Anura,Bufonidae,Rhinella,acrolopha,38,45,45,,,290,290,290,,2.5,,,South America,EN,Decreasing,793.9163200090000000,0,1480,740
Anura,Bufonidae,Rhinella,acutirostris,,,,,,,,,,,,,South America,LC,,676162.0963900000000000,24,191,107.5
Anura,Bufonidae,Rhinella,alata,48.49,55.73,55.73,,,,,,,,Diurnal,Terrestrial,South America,DD,,408.9426825330000000,19,1500,759.5
Anura,Bufonidae,Rhinella,amabilis,96.8,85.3,96.8,,,1436,5000,3218,Larval,0.47,Nocturnal,Semi-aquatic,South America,CR,Decreasing,6.1831700812600000,2050,2200,2125
Anura,Bufonidae,Rhinella,amboroensis,,,,,,5000,5000,5000,Larval,,,Semi-aquatic,South America,DD,,144.1432802640000000,2150,2150,2150
Anura,Bufonidae,Rhinella,arborescandens,,,38,,,5000,5000,5000,Larval,,Diurnal,Bushes/Trees,South America,EN,Decreasing,403.0283264750000000,2400,2400,2400
Anura,Bufonidae,Rhinella,arenarum,170,130.6,120,8,Water,4000,34046,19023,Larval,1,Nocturnal,Terrestrial,South America,LC,Stable,1853544.4470600000000000,0,2600,1300
Anura,Bufonidae,Rhinella,arequipensis,,,,,,,,,,,,,South America,EN,Decreasing,,1800,3500,2650
Anura,Bufonidae,Rhinella,arunco,102,115,115,,Water,5000,5000,5000,Larval,2.25,Cathemeral,Terrestrial,South America,NT,Decreasing,82812.6733100000000000,0,1500,750
Anura,Bufonidae,Rhinella,atacamensis,88.5,91.2,91.2,,Water,5000,5000,5000,Larval,2.2,Nocturnal,Semi-aquatic,South America,VU,Decreasing,14335.2256344000000000,0,2574,1287
Anura,Bufonidae,Rhinella,azarai,,,,,,3770,7548,5659,,1.19,,,South America,,,,82,539,310.5
Anura,Bufonidae,Rhinella,beebei,,,,,,,,,,,,Terrestrial,South America/Trinidad,LC,Stable,202086.4519110000000000,,,
Anura,Bufonidae,Rhinella,bergi,,,,,,,,,,1,,,South America,LC,Stable,536729.9256630000000000,80,300,190
Anura,Bufonidae,Rhinella,bernardoi,,,,,,,,,,,,,South America,DD,,,743,1400,1071.5
Anura,Bufonidae,Rhinella,casconi,,,,,,,,,,,,,South America,,,,866,700,783
Anura,Bufonidae,Rhinella,castaneotica,,,50.5,,,61,387,224,Larval,1.5,,Terrestrial,South America,LC,Stable,2793427.0867400000000000,0,428,214
Anura,Bufonidae,Rhinella,centralis,58.4,61.8,61.8,,,,,,,,,,Central America,LC,Stable,,0,200,100
Anura,Bufonidae,Rhinella,ceratophrys,69.8,106.6,106.6,,,1000,1500,1250,,0.9,Cathemeral,Terrestrial,South America,LC,Stable,875182.6312190000000000,0,1350,675
Anura,Bufonidae,Rhinella,cerradensis,,,147,,,,,,Larval,2.09,,Terrestrial,South America,DD,,214494.1908850000000000,877,922,899.5
Anura,Bufonidae,Rhinella,chavin,,,64.9,,,266,286,276,Larval,2.4,Diurnal,Terrestrial,South America,EN,Decreasing,310.7749466870000000,2600,3072,2836
Anura,Bufonidae,Rhinella,chrysophora,40.1,59.6,59.6,,,915,915,915,Larval,,Cathemeral,Semi-aquatic,Central America,CR,Decreasing,778.2074060460000000,750,1760,1255
Anura,Bufonidae,Rhinella,cristinae,,,,,,310,2500,1405,,1.6,,,South America,EN,Decreasing,408.3934786590000000,1350,1350,1350
Anura,Bufonidae,Rhinella,crucifer,82,101,101,,,2000,4669.67,3334.835,Larval,,Nocturnal,Terrestrial,South America,LC,Decreasing,364419.4739590000000000,0,900,450
Anura,Bufonidae,Rhinella,dapsilis,86.8,92.8,92.8,,,22,22,22,Larval,,Diurnal,Terrestrial,South America,LC,Stable,160912.6645790000000000,100,950,525
Anura,Bufonidae,Rhinella,diptycha,,,,,,,,,,,,,South America,DD,,3895.0968166800000000,15,1500,757.5
Anura,Bufonidae,Rhinella,dorbignyi,60,70,70,,,9000,9000,9000,,,Nocturnal,Fossorial,South America,LC,Stable,502640.2864990000000000,0,500,250
Anura,Bufonidae,Rhinella,fernandezae,60,66,76,,Water,1497,15000,8248.5,Larval,1.29,Cathemeral,Fossorial,South America,LC,Stable,605927.4614480000000000,0,600,300
Anura,Bufonidae,Rhinella,festae,33.9,,40.5,,,,,,Direct,1.8,Nocturnal,Generalist,South America,LC,Decreasing,25491.9465842000000000,100,1700,900
Anura,Bufonidae,Rhinella,fissipes,,,68.1,,,,,,Larval,1,,Terrestrial,South America,DD,,58099.1874410000000000,250,1700,975
Anura,Bufonidae,Rhinella,gallardoi,,,,,,,,,,,,,South America,EN,Decreasing,1551.4076258200000000,1700,1900,1800
Anura,Bufonidae,Rhinella,gildae,76.4,,76.4,,,,,,,,,,South America,,,,150,275,212.5
Anura,Bufonidae,Rhinella,gnustae,,,41,,,,,,,,,,South America,DD,,3080.6505378400000000,2655,2655,2655
Anura,Bufonidae,Rhinella,granulosa,48,,90,,Water,900,7548,4224,Larval,1.125,Nocturnal,Terrestrial,South America,LC,Stable,10543067.0074000000000000,0,1500,750
Anura,Bufonidae,Rhinella,henseli,64,79,79,,Water,,,,,,Nocturnal,Terrestrial,South America,LC,,113266.5080030000000000,0,1000,500
Anura,Bufonidae,Rhinella,hoogmoedi,42,56,56,,,,,,Larval,,Nocturnal,Terrestrial,South America,LC,,257616.9116250000000000,0,946,473
Anura,Bufonidae,Rhinella,horribilis,126.78,129.95,129.95,16,Water,,,,,,Nocturnal,Terrestrial,North America/Central America/South America,,,,0,2900,1450
Anura,Bufonidae,Rhinella,humboldti,59,63.5,63.5,,Water,1335,4391,2863,,1.37,Nocturnal,Terrestrial,South America/Trinidad/Margarita (Venezuela),,,,0,850,425
Anura,Bufonidae,Rhinella,icterica,166,190,190,,Water,491,17189.83,8840.415,Larval,1.78,Cathemeral,Terrestrial,South America,LC,Stable,1564313.8761800000000000,0,1200,600
Anura,Bufonidae,Rhinella,inca,,,,,,,,,,,,,South America,LC,Stable,42920.3927960000000000,900,1900,1400
Anura,Bufonidae,Rhinella,inopina,,,,,,,,,,,,,South America,,,,720,720,720
Anura,Bufonidae,Rhinella,iserni,,,,,,,,,,,,,South America,DD,,1476.2020735500000000,1800,2230,2015
Anura,Bufonidae,Rhinella,jimi,133,145,145,,,,,,,,Nocturnal,Terrestrial,South America,LC,Stable,631726.4931340000000000,15,500,257.5
Anura,Bufonidae,Rhinella,justinianoi,,,53.6,,,,,,Larval,,Diurnal,Terrestrial,South America,VU,Decreasing,11469.3334713000000000,1875,2220,2047.5
Anura,Bufonidae,Rhinella,leptoscelis,,,85.5,,,,,,,,,Terrestrial,South America,NT,Decreasing,,1300,1658,1479
Anura,Bufonidae,Rhinella,lescurei,,,43.7,,,,,,,,Diurnal,Generalist,South America,LC,Stable,16599.9692261000000000,20,300,160
Anura,Bufonidae,Rhinella,lilyrodriguezae,,58.3,58.3,,,185,185,185,,,Nocturnal,Bushes/Trees,South America,,,,1245,1280,1262.5
Anura,Bufonidae,Rhinella,limensis,,,,,,,,,Larval,,,Terrestrial,South America,LC,Decreasing,50386.2358176000000000,70,2830,1450
Anura,Bufonidae,Rhinella,lindae,,,,,,18,18,18,,,,,South America,EN,,2.2513965398500000,1600,1800,1700
Anura,Bufonidae,Rhinella,macrorhina,,,,,,,,,Direct,2,,Terrestrial,South America,VU,,515.3714173360000000,1450,2420,1935
Anura,Bufonidae,Rhinella,magnussoni,,,54,,,,,,Larval,,Diurnal,Terrestrial,South America,LC,Stable,785.3494044380000000,75,322,198.5
Anura,Bufonidae,Rhinella,major,,,55,,,6269,13195,9732,,0.735,,,South America,,,,34,327,180.5
Anura,Bufonidae,Rhinella,manu,,,41.8,,,35,40,37.5,,2,Nocturnal,Bushes/Trees,South America,LC,Stable,150.2547783590000000,2696,2750,2723
Anura,Bufonidae,Rhinella,margaritifera,54.4,78,78,,Water,186,2500,1343,Larval,1.645,Cathemeral,Generalist,South America,LC,Stable,8468678.4778200000000000,0,2400,1200
Anura,Bufonidae,Rhinella,marina,150,250,250,24.8,Water,4000,36100,20050,Larval,1.66666666666667,Cathemeral,Terrestrial,North America/Central America/South America/Trinidad/Margarita (Venezuela),LC,Increasing,10623524.7040000000000000,0,3000,1500
Anura,Bufonidae,Rhinella,martyi,,,64.7,,,,,,,,Nocturnal,Terrestrial,South America,LC,Stable,205332.0121550000000000,50,510,280
Anura,Bufonidae,Rhinella,merianae,,,,,,900,3142,2021,Larval,1.37,,,South America,,,,0,950,475
Anura,Bufonidae,Rhinella,mirandaribeiroi,,,,,,,,,,,,,South America,,,,0,676,338
Anura,Bufonidae,Rhinella,multiverrucosa,,,68.9,,,234,290,262,Larval,2.21,,Terrestrial,South America,DD,Decreasing,743.5953667940000000,2900,2900,2900
Anura,Bufonidae,Rhinella,nattereri,,,,,,,,,,,,,South America,,,,2229,2229,2229
Anura,Bufonidae,Rhinella,nesiotes,,,29,,,20,20,20,Larval,1.2,Nocturnal,Terrestrial,South America,VU,,11.2653618060000000,600,2000,1300
Anura,Bufonidae,Rhinella,nicefori,,,,,,,,,,1.8,,,South America,EN,,854.2301825050000000,2670,2670,2670
Anura,Bufonidae,Rhinella,ocellata,,,53,,,450,2240,1345,Larval,1.745,,Terrestrial,South America,LC,Decreasing,1031908.9311500000000000,200,1500,850
Anura,Bufonidae,Rhinella,ornata,,,84.29,,,1477,5964,3720.5,Larval,1.84,Cathemeral,Terrestrial,South America,LC,,191614.5870230000000000,0,1000,500
Anura,Bufonidae,Rhinella,paraguas,,,,,,61,61,61,,2.24,,,South America,LC,Stable,,1800,2500,2150
Anura,Bufonidae,Rhinella,paraguayensis,,,,,,,,,,,,,South America,,,,100,700,400
Anura,Bufonidae,Rhinella,poeppigii,111,128,128,,Water,,,,Larval,,,Terrestrial,South America,LC,Stable,311645.6081890000000000,260,1800,1030
Anura,Bufonidae,Rhinella,proboscidea,,,55,,,439,473,456,Larval,2.76,Cathemeral,Terrestrial,South America,LC,Stable,382050.3400900000000000,817,817,817
Anura,Bufonidae,Rhinella,pygmaea,35,50,50,,,4140,4140,4140,,1.2,Nocturnal,Fossorial,South America,LC,Stable,17816.0187984000000000,0,50,25
Anura,Bufonidae,Rhinella,quechua,,,62,,,1014,1014,1014,Larval,1.27,,Terrestrial,South America,VU,Decreasing,11021.0862841000000000,1900,2600,2250
Anura,Bufonidae,Rhinella,roqueana,,,81,,,,,,,,Nocturnal,Terrestrial,South America,LC,,434117.9661760000000000,200,1000,600
Anura,Bufonidae,Rhinella,rostrata,,,,,,,,,Direct,,,Terrestrial,South America,CR,,263.6233789260000000,2472,2472,2472
Anura,Bufonidae,Rhinella,rubescens,,,101,3.5,,,,,,,Diurnal,Semi-aquatic,South America,LC,Stable,1457624.1688400000000000,0,1500,750
Anura,Bufonidae,Rhinella,rubropunctata,55,65,65,,,,,,,,,Terrestrial,South America,VU,Decreasing,10565.4306337000000000,200,800,500
Anura,Bufonidae,Rhinella,ruizi,,,,,,,,,,,,,South America,VU,Decreasing,100.6333732840000000,2330,3100,2715
Anura,Bufonidae,Rhinella,rumbolli,,,,,Water,2177,2177,2177,,1.91,,,South America,NT,Stable,5125.8393031800000000,550,1700,1125
Anura,Bufonidae,Rhinella,schneideri,130,210,250,15.1,Water,217,3000,1608.5,Larval,1.8,Nocturnal,Semi-aquatic,South America,,,6440192.8146800000000000,15,1500,757.5
Anura,Bufonidae,Rhinella,scitula,,,48,,,165,900,532.5,Larval,,,Terrestrial,South America,DD,,83.0361129950000000,100,700,400
Anura,Bufonidae,Rhinella,sclerocephala,,,,,,,,,,1.6,,,South America,VU,Stable,394.2553924290000000,1150,1350,1250
Anura,Bufonidae,Rhinella,sebbeni,59.7,66.7,66.7,,,2225,2225,2225,,,,Terrestrial,South America,,,,690,1040,865
Anura,Bufonidae,Rhinella,spinulosa,93,92,93,3.4,Water,3250,6400,4825,Larval,1.5,Cathemeral,Terrestrial,South America,LC,,1231813.9676200000000000,900,4000,2450
Anura,Bufonidae,Rhinella,stanlaii,,,,,,,,,,,,,South America,LC,Stable,25114.8532628000000000,1000,2300,1650
Anura,Bufonidae,Rhinella,sternosignata,41,49,49,,,,,,,1.65,,,South America,LC,Stable,27138.5207931000000000,111,2200,1155.5
Anura,Bufonidae,Rhinella,tacana,,,34.2,,,,,,,,,Bushes/Trees,South America,LC,Stable,25.8148354047000000,1080,1500,1290
Anura,Bufonidae,Rhinella,tenrec,,,61,,,,,,Direct,2.6,,Terrestrial,South America,EN,,196.4198318030000000,805,805,805
Anura,Bufonidae,Rhinella,truebae,,,65.9,,,,,,Direct,,,Terrestrial,South America,DD,,,1018,1018,1018
Anura,Bufonidae,Rhinella,vellardi,,,,,,,,,Larval,,,Terrestrial,South America,EN,,89.1199554536000000,2447,2447,2447
Anura,Bufonidae,Rhinella,veraguensis,,,,,,,,,Larval,,,Terrestrial,South America,LC,,167179.6067780000000000,1300,1900,1600
Anura,Bufonidae,Rhinella,veredas,,,117.8,,,,,,Larval,,,Terrestrial,South America,LC,,109464.3497640000000000,200,1000,600
Anura,Bufonidae,Rhinella,yanachaga,41.6,45.7,45.7,,,136,136,136,,,Nocturnal,Terrestrial,South America,EN,Stable,0.8942444407150000,2600,2600,2600
Anura,Bufonidae,Rhinella,yunga,,,,,,,,,,,,,South America,EN,Decreasing,,1800,2230,2015
Anura,Bufonidae,Sabahphrynus,maculatus,64,80,80,,,,,,Larval,1.2,,Terrestrial,Borneo,LC,,,300,1000,650
Anura,Bufonidae,Schismaderma,carens,88,92,92,,Water,200,20000,10100,Larval,2.04,Cathemeral,Terrestrial,Africa,LC,,2879328.9209000000000000,0,1381,690.5
Anura,Bufonidae,Sclerophrys,arabicus,,,78,,Water,,,,Larval,1.4,Cathemeral,Semi-aquatic,Asia/Farasan Island,LC,Stable,,0,2500,1250
Anura,Bufonidae,Sclerophrys,asmarae,88,93,93,,,,,,Larval,,,Terrestrial,Africa,LC,,164115.9071300000000000,1800,3000,2400
Anura,Bufonidae,Sclerophrys,blanfordii,47,49,49,,,,,,Larval,,,Terrestrial,Africa,LC,,316778.4388120000000000,0,928,464
Anura,Bufonidae,Sclerophrys,brauni,70,110,110,,Water,9000,9000,9000,Larval,1,,Terrestrial,Africa,LC,Decreasing,4178.4644769800000000,750,1800,1275
Anura,Bufonidae,Sclerophrys,buchneri,,48,48,,,,,,Larval,,,,Africa,DD,,23192.3424098000000000,,,
Anura,Bufonidae,Sclerophrys,camerunensis,56,91,91,,,2100,2400,2250,Larval,1.7,,Terrestrial,Africa/Bioko,LC,,826436.8874800000000000,0,1500,750
Anura,Bufonidae,Sclerophrys,capensis,65,115,115,,Water,10760,10760,10760,,1.3,,,Africa,LC,Decreasing,,0,1000,500
Anura,Bufonidae,Sclerophrys,channingi,112,143,143,,Water,4500,4500,4500,Larval,2,Nocturnal,Terrestrial,Africa,LC,,153393.8397940000000000,377,1782,1079.5
Anura,Bufonidae,Sclerophrys,chevalieri,138,156,156,,,,,,,,,,Africa,,,,,,
Anura,Bufonidae,Sclerophrys,chudeaui,,,13,,,,,,Larval,,,Semi-aquatic,Africa,DD,,,284,284,284
Anura,Bufonidae,Sclerophrys,cristiglans,,,,,,,,,Larval,,,,Africa,DD,,278.4916101770000000,,,
Anura,Bufonidae,Sclerophrys,danielae,45,47,47,,,,,,Larval,,,,Africa,DD,,177.0825665100000000,,,
Anura,Bufonidae,Sclerophrys,djohongensis,,,,,,,,,Larval,,,Terrestrial,Africa,DD,Decreasing,27891.3767637000000000,,,
Anura,Bufonidae,Sclerophrys,dodsoni,53.2,64.3,64.3,3.8,Water,7,470,238.5,Larval,1.45,Cathemeral,Fossorial,Africa,LC,,787863.7397770000000000,0,1800,900
Anura,Bufonidae,Sclerophrys,fuliginatus,59,66,66,,,,,,Larval,,,Terrestrial,Africa,LC,,438470.7655080000000000,476,1880,1178
Anura,Bufonidae,Sclerophrys,funereus,57,66,66,,Water,,,,Larval,1.4,,Terrestrial,Africa,LC,,3024771.0659100000000000,394,2460,1427
Anura,Bufonidae,Sclerophrys,garmani,106,115,115,,Water,12000,20000,16000,Larval,1.13333333333333,Nocturnal,Terrestrial,Africa,LC,,1735399.5393300000000000,0,2000,1000
Anura,Bufonidae,Sclerophrys,gracilipes,37,41,41,,,,,,Larval,1.35,Cathemeral,Terrestrial,Africa/Bioko,LC,Decreasing,1038300.5465800000000000,0,200,100
Anura,Bufonidae,Sclerophrys,gutturalis,90,120,120,,Water,15000,25000,20000,Larval,1.475,Cathemeral,Terrestrial,Africa,LC,Increasing,5814068.1988800000000000,0,1900,950
Anura,Bufonidae,Sclerophrys,kassasii,34,39,39,,,300,300,300,Larval,1,Cathemeral,Semi-aquatic,Africa,LC,Stable,37949.0091077000000000,0,150,75
Anura,Bufonidae,Sclerophrys,kerinyagae,85,86,86,,Water,,,,Larval,,,Terrestrial,Africa,LC,,112488.9363560000000000,1280,3300,2290
Anura,Bufonidae,Sclerophrys,kisoloensis,71,87,87,,,2400,2400,2400,Larval,1.9,,Semi-aquatic,Africa,LC,,48614.0238782000000000,1500,3000,2250
Anura,Bufonidae,Sclerophrys,langanoensis,60,63,63,,,,,,Larval,,,,Africa,DD,,11359.9422587000000000,700,1600,1150
Anura,Bufonidae,Sclerophrys,latifrons,56,73,73,,,,,,Larval,,,Terrestrial,Africa,LC,Decreasing,264067.6120410000000000,0,900,450
Anura,Bufonidae,Sclerophrys,lemairii,65,70,70,,,2500,2500,2500,Larval,1.5,,Semi-aquatic,Africa,LC,,1866829.6554900000000000,467,1783,1125
Anura,Bufonidae,Sclerophrys,maculatus,64,85,85,,Water,2000,8000,5000,Larval,1.304,Nocturnal,Terrestrial,Africa,LC,Stable,7629393.4909000000000000,0,2050,1025
Anura,Bufonidae,Sclerophrys,mauritanicus,132,150,150,4,,5000,10000,7500,Larval,1.525,Cathemeral,Semi-aquatic,Africa/Europe,LC,Stable,748129.3028250000000000,0,2650,1325
Anura,Bufonidae,Sclerophrys,pantherina,115,147,147,,,24476,25000,24738,Larval,,Nocturnal,Semi-aquatic,Africa,EN,,1881.9931197200000000,0,500,250
Anura,Bufonidae,Sclerophrys,pardalis,110,147,147,6,,14000,14000,14000,Larval,1.5,,Terrestrial,Africa,LC,,30643.4645470000000000,0,1500,750
Anura,Bufonidae,Sclerophrys,pentoni,74,95,95,6,,2600,2600,2600,Larval,2,Cathemeral,Fossorial,Africa,LC,,3084183.9336600000000000,4,1019,511.5
Anura,Bufonidae,Sclerophrys,perreti,43,65,65,,Water,,,,Larval,,Cathemeral,Terrestrial,Africa,CR,Decreasing,15.8887753165000000,430,430,430
Anura,Bufonidae,Sclerophrys,poweri,90,100,100,,,23000,23000,23000,Larval,,,Terrestrial,Africa,LC,,1074868.7019900000000000,938,1711,1324.5
Anura,Bufonidae,Sclerophrys,pusilla,65,80,80,,,,,,,1.2,,,Africa,LC,Stable,,350,1767,1058.5
Anura,Bufonidae,Sclerophrys,rangeri,90,117,117,,,10000,10760,10380,Larval,1.3,Nocturnal,Terrestrial,Africa,,,782364.3937880000000000,0,1000,500
Anura,Bufonidae,Sclerophrys,reesi,57,63,63,,,,,,Larval,,,Semi-aquatic,Africa,DD,,1084.2979873600000000,200,500,350
Anura,Bufonidae,Sclerophrys,regularis,97,130,130,6.1,Water,9000,15000,12000,Larval,1.29166666666667,Nocturnal,Terrestrial,Africa,LC,Stable,6812697.5355900000000000,0,2500,1250
Anura,Bufonidae,Sclerophrys,steindachneri,52,54,54,,,,,,Larval,,,Terrestrial,Africa,LC,,1353760.9134400000000000,8,1654,831
Anura,Bufonidae,Sclerophrys,superciliaris,128,163,163,,Water,4000,4500,4250,Larval,2,Nocturnal,Terrestrial,Africa,LC,,836508.5790440000000000,0,1100,550
Anura,Bufonidae,Sclerophrys,taiensis,33,38,38,,,,,,Larval,,,Semi-aquatic,Africa,EN,Decreasing,7511.6738270200000000,0,500,250
Anura,Bufonidae,Sclerophrys,tihamicus,,,,,,,,,Larval,,,,Asia,LC,Stable,76848.3669853000000000,0,400,200
Anura,Bufonidae,Sclerophrys,togoensis,64,83,88,,,,,,Larval,,,Semi-aquatic,Africa,LC,Decreasing,282703.8273890000000000,100,1200,650
Anura,Bufonidae,Sclerophrys,tuberosus,48,74,74,,,1200,4200,2700,Larval,1.5,Diurnal,Terrestrial,Africa/Bioko,LC,,793199.2550590000000000,0,1300,650
Anura,Bufonidae,Sclerophrys,turkanae,43,48,48,,,,,,Larval,,,Semi-aquatic,Africa,DD,,82.2395906799000000,350,1500,925
Anura,Bufonidae,Sclerophrys,urunguensis,29,33,33,,,,,,Larval,,,Terrestrial,Africa,VU,,373.5827817400000000,1421,1421,1421
Anura,Bufonidae,Sclerophrys,villiersi,65,70,70,,,,,,Larval,,Cathemeral,Terrestrial,Africa,VU,Decreasing,811.3401735050000000,1200,2500,1850
Anura,Bufonidae,Sclerophrys,vittatus,32,37,37,,,,,,Larval,,,Terrestrial,Africa,DD,,57823.9598763000000000,944,967,955.5
Anura,Bufonidae,Sclerophrys,xeros,82,97,97,,,4200,5000,4600,Larval,1.25,Nocturnal,Semi-aquatic,Africa,LC,,5754010.5425600000000000,150,1800,975
Anura,Bufonidae,Sigalegalephrynus,burnitelongensis,23.06,,23.06,,,,,,,,,Bushes/Trees,Sumatra,,,,1519,1519,1519
Anura,Bufonidae,Sigalegalephrynus,gayoluesensis,26.49,27.36,27.36,,,,,,,,,Bushes/Trees,Sumatra,,,,1787,1796,1791.5
Anura,Bufonidae,Sigalegalephrynus,harveyi,28.09,,28.09,,,,,,,,,Bushes/Trees,Sumatra,,,,1826,1878,1852
Anura,Bufonidae,Sigalegalephrynus,mandailinguensis,38,,38,,,,,,,,Crepuscular,Bushes/Trees,Sumatra,DD,,,1297,1383,1340
Anura,Bufonidae,Sigalegalephrynus,minangkabauensis,19.32,,19.32,,,,,,,,Crepuscular,Bushes/Trees,Sumatra,DD,,,1402,1428,1415
Anura,Bufonidae,Strauchbufo,raddei,75,89,89,10,Water,1000,6000,3500,Larval,1.5625,Diurnal,Terrestrial,Asia,LC,Stable,5007138.0362000000000000,20,3300,1660
Anura,Bufonidae,Truebella,skoptes,,,29.88,,,62,62,62,,,,Semi-aquatic,South America,DD,,19.3823903206000000,2745,2745,2745
Anura,Bufonidae,Truebella,tothastes,,,36.5,,,,,,,,,Semi-aquatic,South America,EN,Decreasing,8.3212040810400000,2200,2440,2320
Anura,Bufonidae,Vandijkophrynus,amatolicus,28,37,41,,Water,,,,Larval,2,,Terrestrial,Africa,CR,Decreasing,1987.9884484300000000,1400,1800,1600
Anura,Bufonidae,Vandijkophrynus,angusticeps,42,58,58,,,650,3000,1825,Larval,1.625,,Terrestrial,Africa,LC,,85215.3980969000000000,0,1500,750
Anura,Bufonidae,Vandijkophrynus,gariepensis,,95,95,,Water,,,,Larval,1.5,,Terrestrial,Africa,LC,,665919.2209580000000000,0,3400,1700
Anura,Bufonidae,Vandijkophrynus,inyangae,38,47,49,,,,,,Larval,,,Terrestrial,Africa,VU,Stable,929.3768149820000000,2400,2560,2480
Anura,Bufonidae,Vandijkophrynus,nubicola,40,55,55,,,,,,,,,,Africa,,,,,,
Anura,Bufonidae,Vandijkophrynus,robinsoni,54,68,68,,,2000,2000,2000,Larval,1.2,,Terrestrial,Africa,LC,,65808.2410607000000000,401,466,433.5
Anura,Bufonidae,Werneria,bambutensis,33,38,42.4,,,380,483,431.5,Larval,2,,Semi-aquatic,Africa,CR,Decreasing,1393.1013496300000000,1750,2600,2175
Anura,Bufonidae,Werneria,iboundji,,,47.7,,,,,,Larval,,,Semi-aquatic,Africa,CR,Decreasing,8.9819910796800000,560,560,560
Anura,Bufonidae,Werneria,mertensiana,41,48,48,,,,,,Larval,,Diurnal,Generalist,Africa,CR,Decreasing,1588.3261812400000000,800,1050,925
Anura,Bufonidae,Werneria,preussi,44,49,49.2,,Water,,,,Larval,,Cathemeral,Semi-aquatic,Africa,EN,Decreasing,837.9045014080000000,700,1200,950
Anura,Bufonidae,Werneria,submontana,36,45,45,,,,,,Larval,,Diurnal,Semi-aquatic,Africa,EN,Decreasing,91.9674308581000000,200,1200,700
Anura,Bufonidae,Werneria,tandyi,35,41.2,41.2,,Water,629,629,629,Larval,1.5,,Semi-aquatic,Africa,CR,Decreasing,206.5153167460000000,1000,1750,1375
Anura,Bufonidae,Wolterstorffina,chirioi,31,44,44,,,,,,,,,Terrestrial,Africa,CR,Decreasing,1.1742601467000000,3000,3000,3000
Anura,Bufonidae,Wolterstorffina,mirei,36,39,39,,,60,70,65,,2.5,,Terrestrial,Africa,EN,Decreasing,134.4169810280000000,2200,2700,2450
Anura,Bufonidae,Wolterstorffina,parvipalmata,27,39,39,,,219,219,219,Larval,2.5,Nocturnal,Bushes/Trees,Africa/Bioko Island,CR,Decreasing,2094.2521107300000000,800,2000,1400
Anura,Bufonidae,Xanthophryne,koynayensis,,,33,,,150,180,165,Larval,2.5,Crepuscular,Terrestrial,Asia,EN,Decreasing,101.6449308490000000,900,1200,1050
Anura,Bufonidae,Xanthophryne,tigerina,33,35.3,35.3,,Water,150,180,165,Larval,2.5,Crepuscular,Terrestrial,Asia,CR,Decreasing,11.4698479020000000,720,720,720
Anura,Calyptocephalellidae,Calyptocephalella,gayi,125,320,320,,Water,800,10000,5400,Larval,3.325,Cathemeral,Aquatic,South America,VU,Decreasing,164030.9496030000000000,0,1000,500
Anura,Calyptocephalellidae,Telmatobufo,australis,,,77,,,100,100,100,Larval,,,,South America,LC,Decreasing,17825.3979859000000000,0,1000,500
Anura,Calyptocephalellidae,Telmatobufo,bullocki,,,83,,,112,112,112,Larval,2,,Terrestrial,South America,EN,Decreasing,5443.0225433500000000,800,1200,1000
Anura,Calyptocephalellidae,Telmatobufo,ignotus,,,,,,,,,,,,,South America,EN,Decreasing,,187,187,187
Anura,Calyptocephalellidae,Telmatobufo,venustus,,,70,,,111,111,111,Larval,,,,South America,EN,,18535.9879887000000000,1500,1700,1600
Anura,Centrolenidae,Centrolene,acanthidiocephalum,,,32.7,,,,,,,,,,South America,DD,,48.8791585022000000,1750,2100,1925
Anura,Centrolenidae,Centrolene,azulae,,,27.5,,,,,,,,,,South America,DD,,9.6017220731100000,1500,1500,1500
Anura,Centrolenidae,Centrolene,guanacarum,,,22.3,,,,,,,,,,South America,DD,,60.3662417132000000,1800,1900,1850
Anura,Centrolenidae,Centrolene,medemi,30.8,44.3,44.3,,Rocks,,,,,,Nocturnal,Generalist,South America,EN,Decreasing,2166.6367197600000000,790,1800,1295
Anura,Centrolenidae,Centrolene,petrophilum,30,31.38,31.38,,Water,,,,,,,Bushes/Trees,South America,EN,Decreasing,294.0963243190000000,1600,2020,1810
Anura,Centrolenidae,Centrolene,quindianum,26.6,24.9,26.6,,,,,,,,,,South America,VU,Decreasing,628.6871371420000000,1900,2050,1975
Anura,Centrolenidae,Centrolene,robledoi,24.4,25.9,25.9,,,,,,,,,,South America,LC,,7183.7832888600000000,800,2800,1800
Anura,Centrolenidae,Cochranella,balionota,22,,22,,,,,,,,Nocturnal,Bushes/Trees,South America,EN,Decreasing,7274.1086243100000000,400,1540,970
Anura,Centrolenidae,Cochranella,duidaeana,22.1,,25.1,,,,,,Larval,,Nocturnal,Bushes/Trees,South America,VU,,1087.7618894000000000,2140,2140,2140
Anura,Centrolenidae,Cochranella,euhystrix,,,33.6,,,,,,,,,,South America,CR,,110.3328356080000000,1800,2650,2225
Anura,Centrolenidae,Cochranella,geijskesi,,,36.1,,,,,,,,,Bushes/Trees,South America,LC,,111.0952970270000000,200,200,200
